,Review,date,Location,Language,positive_score,negative_score,polarity_score
894,"['great', 'stay', 'rooms', 'clean', 'comfortable', 'good', 'condition', 'views', 'fireworks', 'epcot', 'next', 'none', 'staff', 'very', 'friendly', 'amenities', 'like', 'room', 'services', 'pools', 'park', 'shuttle', 'car', 'parking', 'great', 'struggled', 'find', 'if', 'a', 'shuttle', 'prior', 'booking', 'there', 'one', 'each', 'disney', 'park', 'disney', 'springs', 'leaves', 'the', 'morning', 'afternoon', 'also', 'collects', 'from', 'afternoon', 'onwards', 'was', 'really', 'easy', 'use', 'stay', 'sink', 'in', 'our', 'bathroom', 'got', 'blocked', 'was', 'fixed', 'asap', 'one', 'occasion', 'our', 'room', 't', 'serviced', 'once', 'spoke', 'the', 'desk', 'apologised', 'ensured', 'it', 'was', 'done', 'the', 'next', 'day', 'in', 'all', 'would', 'definitely', 'recommend', 'read', 'read', 'less']",2019-05-20,,en,9,2,7
895,"['like', 'way', 'check', 'was', 'handled', 'abdule', 'the', 'front', 'desk', 'could', 'not', 'get', 'debit', 'credit', 'card', 'work', 'became', 'frustrating', 'was', 'able', 'get', 'to', 'go', 'also', 'stated', 'they', 'problems', 'the', 'time', 'expedia', 'reservations', 'read', 'read', 'less']",2019-05-20,Magee Ms,en,2,2,0
896,"['wonderful', '2nd', 'stay', 'had', 'great', 'experience', 'moment', 'checked', 'took', 'advantage', 'daily', 'shuttle', 'service', 'disney', 'provided', 'the', 'hotel', 'the', 'morning', 'driver', 'nelson', 'awesome', 'provided', 'fun', 'music', 'get', 'excited', 'the', 'day', 'well', 'bottled', 'water', 'take', 'the', 'park', 'the', 'room', 'comfortable', 'the', 'view', 'amazing', 'overlooking', 'the', 'fireworks', 'the', 'parks', 'the', 'evening', 'we', 'll', 'definitely', 'staying', 'again', 'read', 'read', 'less']",2019-05-20,,en,9,0,9
897,"['location', 'nice', 'close', 'airport', 'actual', 'hotel', 'run', 'staff', 'the', 'front', 'desk', 'not', 'friendly', 'of', 'were', 'there', 'phones', 'the', 'bathroom', 'dirty', 'the', 'thermostat', 'broken', 'door', 'not', 'seal', 'properly', 'you', 'could', 'see', 'it', 'it', 'letting', 'cold', 'air', 'letting', 'the', 'outside', 'noise', 'read', 'read', 'less']",2019-05-20,,en,3,4,-1
898,"['check', 'hassle', 'property', 'was', 'definitely', 'nothing', 'special', 'the', 'computers', 'down', 'checkout', 'a', 'great', 'experience', 'read', 'read', 'less']",2019-05-20,,en,1,1,0
899,"['ungenügende', 'aufklärung', 'über', '25', 'zusatzkosten', 'tag', 'service', 'fee', 'wird', 'es', 'genannt', 'egal', 'ob', 'man', 'internet', 'etc', 'ansprzch', 'nimmt', 'zahlen', 'muss', 'man', 'trotzdem', 'read', 'read', 'less']",2019-05-20,,de,0,0,0
900,"['das', 'hotel', 'liegt', 'super', 'zentral', 'leider', 'sind', 'die', 'zimmer', 'schon', 'etwas', 'die', 'jahre', 'gekommen', 'aber', 'es', 'war', 'alles', 'sehr', 'sauber', 'das', 'personal', 'war', 'sehr', 'nett', 'und', 'hilfsbereit', 'wir', 'würden', 'wieder', 'dort', 'buchen', 'read', 'read', 'less']",2019-05-20,,de,1,2,-1
901,"['das', 'hotel', 'hat', 'eine', 'perfekte', 'lage', 'direkt', 'der', 'penn', 'station', 'und', 'nah', 'dem', 'times', 'square', 'die', 'rezeption', 'war', 'sehr', 'nett', 'jedoch', 'lies', 'die', 'sauberkeit', 'den', 'zimmern', 'zu', 'wünschen', 'übrig', 'nachdem', 'wir', 'im', 'ersten', 'zimmer', 'vermehrt', 'haare', 'im', 'bad', 'fanden', 'bekamen', 'wir', 'gleich', 'ein', 'kostenloses', 'upgrade', 'jedoch', 'fanden', 'wir', 'dort', 'auch', 'wieder', 'haare', 'und', 'staub', 'bei', 'der', 'sauberkeit', 'besteht', 'definitiv', 'verbesserungsbedarf', 'read', 'read', 'less']",2019-05-20,,de,0,4,-4
902,"['manhatten', 'tæt', 'på', 'alt', 'venlig', 'og', 'imødekommende', 'personale', 'read', 'read', 'less']",2019-05-20,,da,0,0,0
903,"['hotel', 'charges', 'parking', 'option', '20', 'day', 'very', 'harsh', 'no', 'option', 'hotel', 'rooms', 'outdated', 'lifts', 'poor', 'small', 'smells', 'bathroom', 'peeling', 'the', 'tub', '4', '6', 'days', 'tables', 'room', 'never', 'vacuumed', 'read', 'read', 'less']",2019-05-20,,en,0,3,-3
904,"['staff', 'great', 'clean', 'the', 'beds', 'comfortable', 'great', 'location', 'will', 'definitely', 'go', 'back', 'read', 'read', 'less']",2019-05-20,Riverview,en,4,0,4
905,"['close', 'everything', 'the', 'shuttle', 'the', 'parks', 'very', 'convenient', 'read', 'read', 'less']",2019-05-20,,en,1,0,1
906,"['terrible', 'check', 'long', 'lines', 'rude', 'staff', 'long', 'process', 'additions', 'parking', 'fee', '20', 'was', 'disclosed', 'read', 'read', 'less']",2019-05-20,,en,0,2,-2
907,"['nice', 'service', 'caring', 'representstives', 'good', 'location', 'read', 'read', 'less']",2019-05-20,,en,2,0,2
908,"['room', 'keys', 'failed', '4', 'times', 'had', 'be', 'reprogrammed', '4', 'times', 'rime', 'waiting', 'the', 'line', 'several', 'minutes', 'available', 'staff', 'read', 'read', 'less']",2019-05-20,,en,1,1,0
909,"['hotel', 'excellent', 'location', 'beautiful', 'lobby', 'easy', 'check', 'read', 'read', 'less']",2019-05-20,,en,3,0,3
910,"['good', 'rooms', 'smooth', 'check', 'and', 'good', 'coffee', 'be', 'staying', 'in', 'future', 'read', 'read', 'less']",2019-05-20,,en,3,0,3
911,"['parts', 'restroom', 'needed', 'be', 'repaired', 'like', 'the', 'towel', 'hangers', 'the', 'wallpaper', 'read', 'read', 'less']",2019-05-20,,en,1,0,1
912,"['staff', 'extremly', 'friendly', 'helpful', 'smart', 'always', 'available', 'read', 'read', 'less']",2019-05-20,Las vegas,en,4,0,4
913,"['hotel', 'renovated', 'year', 'ago', 'amazing', 'renovation', 'do', 'had', 'a', 'clean', 'quiet', 'comfortable', 'room', 's', 'convenient', 'close', 'everything', 'could', 'walk', 'convention', 'center', 'disneyland', 'easily', 'have', 'many', 'options', 'restaurants', 'nearby', 'it', 'a', 'steps', 'anaheim', 'garden', 'walk', 'front', 'desk', 'people', 'very', 'accommodating', 'specially', 'micky', 'the', 'subterranean', 'garage', 'offered', 'extra', 'security', 'our', 'car', 't', 'need', 'use', 'all', 'gates', 'operate', 'with', 'room', 'key', 'wish', 'could', 'stay', 'longer', 'we', 'highly', 'recommend', 'it', 'read', 'read', 'less']",2019-05-20,,en,6,0,6
914,"['an', 'australian', 'family', 'two', 'children', '5', '7yrs', 'holiday', 'us', 'visiting', 'disneyland', 'california', 'adventure', 'park', 'four', 'days', 'loved', 'staying', 'wyndham', 'garden', 'hotel', 'see', 'positive', 'comments', 'hotel', 'close', 'enough', '7', '8', 'minute', 'direct', 'walk', 'outer', 'security', 'point', 'parks', 'visited', 'either', 'twice', 'day', 'break', 'afternoon', 'did', 'feel', 'unsafe', 'even', '9pm', 'world', 'light', 'show', 'or', '9', '30pm', 'fireworks', 'still', 'lots', 'people', 'families', 'walking', 'back', 'along', 'us', 'staff', 'the', 'hotel', 'genuinely', 'friendly', 'helpful', 'the', 'rooms', 'clean', 'kids', 'loved', 'the', 'two', 'outdoor', 'pools', 'luke', 'warm', 'warm', 'temperature', 'was', 'great', 'our', 'break', 'the', 'parks', 'the', 'mid', 'afternoon', 'looooved', 'the', 'latte', 'coffees', 'the', 'cafe', 'the', 'lobby', 'area', 'big', 'plus', 'parents', 'morning', 'huge', 'plus', 'the', 'surrounding', 'businesses', 'two', 'supermarkets', 'pharmacies', 'everything', 'd', 'want', '30', 'second', 'walk', 'blaze', 'pizza', 'across', 'the', 'road', 'good', 'sized', 'wood', 'fired', 'pizzas', 'sauce', 'cheese', 'two', 'toppings', 'we', 'went', 'hawaiian', '9', '99', 'enough', 'an', 'adult', 'our', 'two', 'kids', 'just', 'finished', 'one', 'them', 'awesome', 'pizzas', 'crusts', 'staff', 'were', 'busy', 'happy', 'a', 'really', 'good', 'relaxing', 'dine', 'after', 'a', 'long', 'flight', 'day', 'the', 'park', 'went', 'twice', 'four', 'nights', 'the', 'panda', 'chinese', 'restaurant', 'the', 'row', 'shops', 'adjacent', 'the', 'hotel', '30', 'second', 'walk', 'really', 'good', 'really', 'large', 'sweet', 'sour', 'chicken', 'large', 'fried', 'ri', 'read', 'read', 'less']",2019-05-20,Western Australia,en,17,5,12
915,"['am', 'repeat', 'customer', 'this', 'hotel', 'says', 'lot', 'read', 'read', 'less']",2019-05-20,,en,0,0,0
916,"['hard', 'find', 'difficult', 'get', 'wasnt', 'told', 'id', 'to', 'pay', 'parking', '20', 'per', 'night', 'nope', 'ac', 'thermostat', 'broken', 'either', 'froze', 'sweat', 'was', 'broken', 'panel', 'the', 'room', 'exposed', 'wires', 'snd', 'were', 'told', 'was', 'normal', 'amenities', 'dont', 'exist', 'this', 'hotel', 'they', 'dont', 'even', 'supply', 'you', 'rinse', 'glass', 'the', 'bathroom', 'in', 'i', 'never', 'so', 'unhappy', 'with', 'a', 'stay', 'read', 'read', 'less']",2019-05-20,,en,0,6,-6
917,"['think', 'calling', 'resort', 'misleading', 'associate', 'resorts', 'lots', 'amenities', 'mostly', 'golf', 'somewhat', 'secluded', 'definitely', 'near', 'things', 'approximately', 'two', 'miles', 'universal', 'studios', 'amusement', 'park', 'within', 'walking', 'distance', 'icon', 'park', 'was', 'pool', 'think', 'little', 'upmarket', 'motel', 'instead', 'front', 'door', 'leading', 'outside', 'a', 'corridor', 'room', 'service', 'every', 'room', 'had', 'a', 'small', 'balcony', 'rooms', 'definitely', 'louder', 'than', 'others', 't', 'get', 'a', 'poolside', 'room', 'you', 'have', 'noise', 'icon', 'park', 'noise', 'parking', 'lot', 'noise', 'universal', 'boulevard', 'look', 'forward', 'none', 'buildings', 'particularly', 'well', 'marked', 'you', 'tell', 'i', 'building', '9', 'the', 'building', 'number', 'is', 'easily', 'obscured', 'the', 'signs', 'the', 'hallway', 'might', 'suggest', 'a', 'room', 'number', 'beginning', '10', 'is', 'in', 'building', 'it', 's', 'no', 'elevators', 'odd', 'numbered', 'rooms', 'the', 'top', 'floor', 'a', 'two', 'story', 'building', 'pack', 'lightly', 'ask', 'help', 'getting', 'stuff', 'your', 'room', 'good', 'wi', 'fi', 'ok', 'television', 'channel', 'selections', 'close', 'highway', 'on', 'off', 'ramps', 'get', 'places', 'resort', 'fee', 'included', 'shuttle', 'universal', 'studios', 'only', 'twice', 'in', 'the', 'mornings', 'maybe', '3', 'times', 'approximately', '8', 'hours', 'later', 'the', '2', 'mile', 'walk', 'back', 'sidewalks', 'the', 'entire', 'way', 'read', 'read', 'less']",2019-05-20,,en,4,7,-3
918,"['screwed', 'room', 'didn', 'give', 'the', 'room', 'type', 'booked', 'on', 'expedia', 'was', 'balcony', 'gave', 'the', 'wrong', 'bed', 'type', 'they', 'refund', 'read', 'read', 'less']",2019-05-19,,en,1,2,-1
919,"['rydding', 'på', 'rommet', 'hver', 'dag', 'veldig', 'sentralt', 'subway', 'ved', 'siden', 'av', 'hotellet', 'ingen', 'bar', 'eller', 'restaurent', 'på', 'hotellet', 'litt', 'slitent', 'men', 'beliggenheten', 'med', 'gå', 'avstand', 'til', 'veldig', 'mange', 'severdigheter', 'gjør', 'sette', 'til', 'ett', 'yppeeøig', 'utgangspunkt', 'hva', 'resortfeen', 'skal', 'dekke', 'er', 'ubegripelig', 'trimrom', 'er', 'det', 'de', 'har', 'read', 'read', 'less']",2019-05-19,Oslo,no,0,0,0
920,"['rooms', 'outdated', 'fees', 'outrageous', 'addition', 'room', 'fee', 'read', 'read', 'less']",2019-05-19,,en,0,1,-1
921,"['nice', 'pool', 'comfortable', 'room', 'bad', 'thing', 'a', 'red', 'cardinal', 'banging', 'our', 'window', '6am', 'lol', 'read', 'read', 'less']",2019-05-19,,en,2,1,1
922,"['room', 'very', 'nice', 'bed', 'very', 'comfy', 'front', 'desk', 'staff', 'great', 'guy', 'cleaning', 'bathroom', 't', 'hot', 'stopped', '5he', 'middle', 'cleaning', 'bathroom', 'make', 'a', 'cup', 'coffee', 'coffee', 'is', 'guest', 'the', 'hotel', 'mean', 'i', 'waiting', 'him', 'finish', 'cleaning', 'i', 'could', 'use', 'the', 'facility', 'read', 'read', 'less']",2019-05-19,Carson City,en,4,0,4
923,"['nice', 'staff', 'room', 'small', 'clean', 'met', 'of', 'needs', 'read', 'read', 'less']",2019-05-19,"Fresh Meadows, NY",en,2,0,2
924,"['staff', 'awesome', 'helpful', 'very', 'accommodating', 'polite', 'read', 'read', 'less']",2019-05-19,,en,3,0,3
925,"['like', 'clean', 'comfortable', 'room', 'the', 'extra', 'large', 'bathroom', 'read', 'read', 'less']",2019-05-19,Bakersfield,en,3,0,3
926,"['great', 'property', 's', 'little', 'old', 'well', 'maintained', 'quite', 'pool', 'really', 't', 'quite', 'pool', 'we', 'able', 'find', 'adult', 'time', 'alone', 'location', 'perfect', 'centralized', 'main', 'areas', 'orlando', 'read', 'read', 'less']",2019-05-19,,en,3,0,3
927,"['amazing', 'place', 'stay', 'be', 'back', 'stay', 'pools', 'amazing', 'lazy', 'rivers', 'two', 'thumbs', 'amenities', 'great', 'read', 'read', 'less']",2019-05-18,,en,3,1,2
928,"['everything', 'average', 'nice', 'rooms', 'not', 'a', 'luxury', 'feel', 'read', 'read', 'less']",2019-05-18,Jacksonville,en,2,0,2
929,"['not', 'like', 'sudden', 'raise', 'the', 'resort', 'fee', 'gym', 'nice', 'staff', 'not', 'clean', 'room', 'everyday', 'was', 'water', 'my', 'room', 'read', 'read', 'less']",2019-05-18,,en,3,0,3
930,"['place', 'horrible', 'are', 'false', 'advertising', 'whats', 'pictures', 'thats', 'online', 'outside', 'trashed', 'windows', 'busted', 'bed', 'mad', 'noise', 'you', 'sat', 'wasnt', 'a', 'good', 'neighborhood', 'all', 'were', 'stains', 'the', 'bed', 'spread', 'the', 'guy', 'jordan', 'checked', 'in', 'a', 'nasty', 'attitude', 'was', 'disappointed', 'my', 'hotel', 'wanted', 'cancel', 'it', 'said', 'they', 'would', 'able', 'cancel', 'the', 'room', 'would', 'refund', 'my', 'money', 'my', 'hotel', 'would', 'still', 'pay', 'i', 'would', 'recommend', 'place', 'to', 'no', 'one', 'read', 'read', 'less']",2019-05-18,,en,3,8,-5
931,"['das', 'personal', 'ist', 'sehr', 'freundlich', 'und', 'sehr', 'hilfsbereit', 'wir', 'haben', 'ein', 'großes', 'renoviertes', 'zimmer', 'erhalten', 'und', 'waren', 'sehr', 'zufrieden', 'die', 'sauberkeit', 'könnte', 'besser', 'sein', 'aber', 'auch', 'deutlich', 'schlechter', 'die', 'lage', 'des', 'hotels', 'ist', 'super', 'man', 'hat', 'die', 'penn', 'station', 'quasi', 'vor', 'der', 'tür', 'preis', 'leistung', 'ist', 'wirklich', 'unschlagbar', 'und', 'ich', 'werde', 'das', 'hotel', 'definitiv', 'weiterempfehlen', 'read', 'read', 'less']",2019-05-18,,de,1,3,-2
932,"['hotel', 'extremely', 'affordable', 'beautiful', 'pool', 'tea', 'fantastic', 'the', 'poolside', 'restaurant', 'terrific', 'food', 'staff', 'very', 'pleasant', 'helpful', 'loved', 'it', 'so', 'close', 'disney', 'springs', 'had', 'shuttle', 'service', 'parks', 'great', 'hotel', 'will', 'back', 'read', 'read', 'less']",2019-05-18,Lake worth,en,8,0,8
933,"['only', 'thing', 'went', 'wrong', 'their', 'computer', 'system', 'down', 'to', 'pay', 'cash', 'everything', 'than', 'the', 'staff', 'awesome', 'very', 'welcoming', 'really', 'enjoyed', 'stay', 'would', 'return', 'next', 'time', 'we', 'are', 'orlando', 'read', 'read', 'less']",2019-05-18,,en,2,1,1
934,"['everything', 'great', 'got', 'suckered', 'timeshare', 'presentation', 'the', '90', 'minute', 'presentation', 'turned', 'over', '3', 'hours', 'we', 'were', 'given', 'gift', 'transportation', 'the', 'location', 'to', 'our', 'theme', 'park', 'destination', 'promised', 't', 'get', 'pressured', 'paid', '30', 'breakfast', 'i', 'told', 'would', 'refunded', 'would', 'put', 'guests', 'this', 'they', 'want', 'repeat', 'business', 'read', 'read', 'less']",2019-05-18,,en,3,0,3
935,"['beautiful', 'area', 'clean', 'quiet', 'safe', 'easy', 'access', 'disney', 'springs', 'read', 'read', 'less']",2019-05-18,,en,5,0,5
936,"['hotel', 'great', 'the', 'room', 'alittle', 'outdated', 'read', 'read', 'less']",2019-05-18,"New hyde park, ny",en,1,0,1
937,"['cleanliness', 'room', 'the', 'hotel', 'great', 'the', 'walking', 'distance', 'disney', 'springs', 'a', 'nice', 'addition', 'our', 'vacation', 'convenient', 'location', 'read', 'read', 'less']",2019-05-18,,en,4,0,4
938,"['quiet', 'clean', 'walk', 'restaurants', 'short', 'ride', 'jfk', 'read', 'read', 'less']",2019-05-18,Plano TX,en,2,0,2
939,"['front', 'desk', 'okay', 'parking', 'not', 'easy', 'staff', 'not', 'friendly', 'welcoming', 'room', 'doors', 'not', 'automatically', 'closes', 'the', 'way', 'shut', 'is', 'violation', 'the', 'fire', 'code', 'new', 'york', 'city', 'feel', 'unsafe', 'this', 'hotel', 'read', 'read', 'less']",2019-05-18,,en,2,2,0
940,"['great', 'place', 'stay', 'friendly', 'courteous', 'staff', 'clean', 'comfortable', 'stylish', 'rooms', 'read', 'read', 'less']",2019-05-18,Temecula,en,6,0,6
941,"['never', 'stay', 'room', 'smelled', 'bad', 'bath', 'tub', 'dirtyyyy', 'horrible', 'asked', 'be', 'moved', 'another', 'room', '2nd', 'room', 'ok', 'went', 'the', 'bar', '2nd', 'room', 'prepared', 'glass', 'i', 'served', 'dirtyyy', 'location', 'perfect', 'like', 'said', 'never', 'again', 'read', 'read', 'less']",2019-05-18,,en,2,3,-1
942,"['expedia', 'staff', 'booked', 'poolside', 'room', 'late', 'check', 'for', 'monday', '1', 'is', 'poolside', 'hotel', 'said', 'late', 'checkout', 'expedia', 'staff', 'not', 'know', 'facts', 'read', 'read', 'less']",2019-05-18,,en,0,0,0
943,"['front', 'desk', 'staff', 'slow', 'arrived', 'hotel', 'room', 'the', 'second', 'night', 'find', 'i', 'received', 'room', 'service', 'read', 'read', 'less']",2019-05-17,,en,0,1,-1
944,"['friendly', 'check', 'property', 'as', 'pictured', 'run', 'dirty', 'caution', 'taped', 'rooms', 'like', 'crime', 'scene', 'did', 'golf', 'pool', 'restaurant', 'read', 'read', 'less']",2019-05-17,,en,2,2,0
945,"['small', 'tinny', 'cell', 'room', 'weak', 'water', 'supply', 'promises', 'free', 'wifi', 'cost', 'mor', '72', 'usd', '2', 'days', 'coffee', 'the', 'room', 'busy', 'staff', 'needed', 'escape', 'this', 'hotel', 'went', 'anther', 'one', 'close', 'ill', 'never', 'never', 'return', 'this', 'failure', 'hotel', 'read', 'read', 'less']",2019-05-17,,en,2,2,0
946,"['like', 'the', 'property', 'security', 'felt', 'safe', 'going', 'times', 'staff', 'downstairs', 'nice', 'and', 'helpful', 'downside', 'the', 'constant', 'noise', 'level', 'vacuuming', 'the', 'middle', 'the', 'night', 'i', 'didn', 'sleep', 'well', 'at', 'all', 'my', 'stay', 'read', 'read', 'less']",2019-05-17,Los angeles,en,5,2,3
947,"['much', 'art', 'deco', 'parts', 'hotel', 'wants', 'tlc', 'bring', 'up', 'a', 'modern', 'standard', 'be', 'fair', 'think', 'work', 'being', 'done', 'as', 'the', 'hotel', 'huge', 'might', 'take', 'time', 'read', 'read', 'less']",2019-05-17,,en,3,0,3
948,"['lobby', 'spacious', 'beautiful', 'first', 'room', 'given', 'way', 'small', 'requested', 'small', 'ice', 'box', 'medication', 'staff', 'tried', 'install', 'fridge', 'room', 'no', 'electrical', 'plug', 'tried', 'call', 'front', 'desk', 'they', 't', 'answer', 'went', 'lobby', 'request', 'another', 'room', 'would', 'accommodate', 'small', 'refridgerator', 'told', 'they', 'were', 'sold', 'not', 'rooms', 'i', 'forced', 'put', 'my', 'medication', 'ice', 'not', 'last', 'night', 'next', 'day', '4', '00pm', 'were', 'given', 'another', 'room', 'that', 'would', 'accommodate', 'small', 'fridge', 'another', 'problem', 'the', 'room', 'the', 'bathroom', 'pedestal', 'sink', 'mirror', 'the', 'sink', '4', 'inch', 'wide', 'x', '3', 'foot', 'long', 'glass', 'shelf', 'it', 'was', 'nowhere', 'store', 'any', 'products', 'toiletries', 'had', 'to', 'repacked', 'daily', 'want', 'a', 'small', 'fridge', 'coffee', 'maker', 'etc', 'your', 'room', 'you', 'have', 'to', 'pay', 'a', 'fee', 'each', 'item', 'the', 'security', 'was', 'very', 'good', 'the', 'housekeeping', 'staff', 'were', 'friendly', 'and', 'excellent', 'read', 'read', 'less']",2019-05-17,"Murrieta, CA",en,5,3,2
949,"['ursprünglich', 'gutes', 'angebot', 'später', 'ernüchterung', 'hotel', 'toller', 'lage', 'die', 'jahre', 'gekommen', 'kein', 'wirklich', 'guter', 'service', 'schockiert', 'waren', 'wir', 'dass', 'bei', 'abreise', 'nich', 'einmal', 'fast', '32', 'pro', 'nacht', 'sogenannte', 'facility', 'fee', 'angefallen', 'sind', 'das', 'stand', 'bei', 'der', 'buchung', 'im', 'kleingedruckten', 'damit', 'war', 'das', 'hotel', 'auch', 'nicht', 'wirklich', 'günstig', 'rechnet', 'man', 'das', 'ein', 'hätte', 'es', 'der', 'umgebung', 'günstigere', 'alternativen', 'gegeben', 'ohne', 'zusatzgebühr', 'wir', 'würden', 'das', 'hotel', 'nicht', 'weiter', 'empfehlen', 'die', 'lage', 'ist', 'wirklich', 'gut', 'direkt', 'der', 'penn', 'station', 'der', 'umgebung', 'gibt', 'es', 'schöne', 'restaurants', 'zu', 'angemessenen', 'preisen', 'z', 'b', 'das', 'chef', 'yu', 'auch', 'findet', 'man', 'schöne', 'bars', 'teilweise', 'mit', 'livemusik', 'die', 'subway', 'linien', 'ace', 'sind', 'direkt', 'vor', 'der', 'tür', 'die', '123', 'linien', 'einen', 'block', 'entfernt', 'man', 'kommt', 'schnell', 'überall', 'hin', 'die', 'zimmer', 'sind', 'stark', 'abgewohnt', 'es', 'ist', 'grundsätzlich', 'alles', 'akzeptabel', 'aber', 'nichts', 'ist', 'umfassend', 'erneuert', 'bei', 'uns', 'war', 'die', 'toilette', 'verstopft', 'die', 'reparatur', 'war', 'abend', 'nicht', 'erledigt', 'obwohl', 'morgen', 'gemeldet', 'hätte', 'der', 'zimmerservice', 'auch', 'merken', 'müssen', 'generell', 'lief', 'das', 'wasser', 'extrem', 'schlecht', 'ab', 'eigentlich', 'nicht', 'akzeptabel', 'wir', 'waren', 'im', '24', 'stock', 'die', 'assicht', 'zur', 'straße', 'war', 'gut', 'allerdings', 'waren', 'die', 'fenster', 'dermaßen', 'dreckig', 'dass', 'der', 'ausblick', 'nur', 'getrübt', 'möglich', 'war', 'die', 'gardinen', 'waren', 'wohl', 'ewig', 'nicht', 'gereinigt', 'die', 'aussicht', 'war', 'ok', 'die', 'betten', 'waren', 'gut', 'die', 'handtücher', 'etc', 'waren', 'sauber', 'und', 'reichlich', 'die', 'dusche', 'war', 'gut', 'warmes', 'wasser', 'und', 'guter', 'wasserdruck', 'read', 'read', 'less']",2019-05-17,,de,1,15,-14
950,"['nice', 'place', 'stay', 'affordable', 'nothing', 'fancy', 'the', 'room', 'it', 'comfortable', 'complaints', 'read', 'read', 'less']",2019-05-17,,en,4,1,3
951,"['good', 'hotel', 'the', 'price', 'conveniently', 'located', '5', 'minutes', 'away', 'disney', 'springs', 'read', 'read', 'less']",2019-05-17,,en,2,0,2
952,"['had', 'kettle', 'd', 'room', 'services', 'really', 'slow', 'it', 'rained', 'water', 'logging', 'there', 'corridors', 'don', 'provide', 'room', 'water', 'bottles', 'plz', 'plan', 'well', 'advance', 'n', 'carry', 'stuff', 'u', 'need', 'kids', 'n', 'urself', 'credit', 'card', 'machine', 'down', 'plz', 'carry', 'cash', 'read', 'read', 'less']",2019-05-17,,en,1,1,0
953,"['check', 'wasn', 'until', '5pm', 'is', 'honestly', 'ridiculous', 'fix', 'bathroom', 'in', 'poor', 'condition', 'toilet', 'paper', 'holder', 'damaged', 'and', 'shower', 'poor', 'quality', 'read', 'read', 'less']",2019-05-17,,en,0,4,-4
954,"['customer', 'service', 'wonderful', 'everyone', 'so', 'nice', 'restaurant', 'staff', 'mist', 'a', 'change', 'they', 'still', 'very', 'nice', 'next', 'time', 'am', 'in', 'town', 'will', 'stay', 'again', 'read', 'read', 'less']",2019-05-17,Jacksonville Florida,en,3,1,2
955,"['love', 'size', 'the', 'rooms', 'comfortable', 'issues', 'a', 'remote', 'control', 'dead', 'batteries', 'a', 'toilet', 'had', 'be', 'manipulated', 'flush', 'read', 'read', 'less']",2019-05-17,,en,2,2,0
956,"['love', 'close', 'parks', 'took', 'family', 'three', '10', 'minutes', 'area', 'felt', 'safe', 'walk', 'night', 'lit', 'parking', 'area', 'is', 'secured', 'a', 'gate', 'especially', 'free', 'free', 'breakfast', 'their', 'cafe', 'offered', '2', '5', 'breakfast', 'sandwich', 'deals', 'worked', 'perfect', 'us', 'the', 'room', 'very', 'nice', 'felt', 'new', 'would', 'definitely', 'staying', 'again', 'our', 'next', 'disney', 'trip', 'read', 'read', 'less']",2019-05-17,Fresno,en,7,0,7
957,"['service', 'breakfast', 'restaurant', 'awful', 'arrived', '45', 'minutes', 'closing', 'chairs', 'already', 'stacked', '90', 'tables', 'the', 'floor', 'being', 'mopped', 'closing', 'we', 'smell', 'watch', 'while', 'eating', 'took', 'forever', 'to', 'get', 'check', 'the', 'customer', 'service', 'appalling', 'read', 'read', 'less']",2019-05-17,,en,0,3,-3
958,"['great', 'location', 'quiet', 'room', 'walking', 'distance', 'restaurants', 'disneyland', 'comfortable', 'room', 'would', 'definitely', 'stay', 'read', 'read', 'less']",2019-05-17,Apple valley ca,en,3,0,3
959,"['carpets', 'hallways', 'gross', 'dirty', 'pictures', 'posted', 'over', 'hallways', 'rooms', 'painting', 'rooms', 'horrible', 'areas', 'peeling', 'rooms', 'dirty', 'outlet', 'plug', 'dresser', 'loose', 'stains', 'sheets', 'read', 'read', 'less']",2019-05-16,Visalia Ca,en,0,6,-6
960,"['pour', '8', 'jours', 'du', 'payer', '220', 'en', 'plus', 'pour', 'accès', 'au', 'concierge', 'télévision', 'wifi', 'et', 'des', 'prestations', 'que', 'nous', 'n', 'avons', 'pas', 'eu', 'de', 'plus', 'la', 'wifi', 'dans', 'la', 'chambre', 'n', 'a', 'pas', 'fonctionné', 'et', 'les', '2', 'restaurants', 'le', 'tick', 'tock', 'et', 'la', 'tratoria', 'sont', 'très', 'mauvais', 'et', 'hors', 'de', 'prix', 'de', 'même', 'que', 'le', 'petit', 'bar', 'à', 'café', 'dans', 'le', 'hall', '1', 'petit', 'croissant', '3', 'read', 'read', 'less']",2019-05-16,,fr,0,0,0
961,"['location', 'very', 'convenient', 'rooms', 'small', 'need', 'refurbishment', 'new', 'yorker', 'rated', 'a', '4', 'star', 'hotel', 'however', 'the', 'room', 'deteriorating', 'wood', 'tile', 'in', 'the', 'bathroom', 'staff', 'friendly', 'helpful', 'read', 'read', 'less']",2019-05-16,,en,3,1,2
962,"['vien', 'super', 'read', 'read', 'less']",2019-05-16,,es,1,0,1
963,"['garden', 'decent', 'clean', 'amenities', 'good', 'well', 'also', 'stayed', 'tower', 'is', 'really', 'nice', 'definitely', 'worth', 'the', 'extra', 'money', 'you', 'afford', 'read', 'read', 'less']",2019-05-16,,en,7,0,7
964,"['atenção', 'dos', 'funcionários', 'nota', '10', 'acidentei', 'hotel', 'e', 'fui', 'muito', 'bem', 'atendida', 'por', 'todos', 'funcionários', 'simpaticos', 'read', 'read', 'less']",2019-05-16,,pt,0,0,0
